Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023 12:00,14/2/2023 16:00,14/2/2023 20:00,15/2/2023 00:00,15/2/2023 04:00,15/2/2023 08:00,15/2/2023 12:00,15/2/2023 16:00,15/2/2023 20:00,16/2/2023 00:00,16/2/2023 04:00,16/2/2023 08:00,16/2/2023 12:00,16/2/2023 16:00,16/2/2023 20:00,17/2/2023 00:00,17/2/2023 04:00,17/2/2023 08:00,17/2/2023 12:00,17/2/2023 16:00,17/2/2023 20:00,18/2/2023 00:00,18/2/2023 04:00,18/2/2023 08:00,18/2/2023 12:00,18/2/2023 16:00,18/2/2023 20:00,19/2/2023 00:00,19/2/2023 04:00,19/2/2023 08:00,19/2/2023 12:00,19/2/2023 16:00,19/2/2023 20:00,20/2/2023 00:00,20/2/2023 04:00,20/2/2023 08:00,20/2/2023 12:00,20/2/2023 16:00,20/2/2023 20:00,21/2/2023 00:00,21/2/2023 04:00,21/2/2023 08:00,21/2/2023 12:00,21/2/2023 16:00,21/2/2023 20:00,22/2/2023 00:00,22/2/2023 04:00,22/2/2023 08:00,22/2/2023 12:00,22/2/2023 16:00,22/2/2023 20:00,23/2/2023 00:00,23/2/2023 04:00,23/2/2023 08:00,23/2/2023 12:00,23/2/2023 16:00,23/2/2023 20:00,24/2/2023 00:00,24/2/2023 04:00,24/2/2023 08:00,24/2/2023 12:00,24/2/2023 16:00,24/2/2023 20:00,25/2/2023 00:00,25/2/2023 04:00,25/2/2023 08:00,25/2/2023 12:00,25/2/2023 16:00,25/2/2023 20:00,26/2/2023 00:00,26/2/2023 04:00,26/2/2023 08:00,26/2/2023 12:00,26/2/2023 16:00,26/2/2023 20:00,27/2/2023 00:00,27/2/2023 04:00,27/2/2023 08:00,27/2/2023 12:00,27/2/2023 16:00,27/2/2023 20:00,28/2/2023 00:00,28/2/2023 04:00,28/2/2023 08:00,28/2/2023 12:00,28/2/2023 16:00,28/2/2023 20:00,1/3/2023 00:00,1/3/2023 04:00,1/3/2023 08:00,1/3/2023 12:00,1/3/2023 16:00,1/3/2023 20:00,2/3/2023 00:00,2/3/2023 04:00,2/3/2023 08:00,2/3/2023 12:00,2/3/2023 16:00,2/3/2023 20:00,3/3/2023 00:00,3/3/2023 04:00,3/3/2023 08:00,3/3/2023 12:00,3/3/2023 16:00,3/3/2023 20:00,4/3/2023 00:00,4/3/2023 04:00,4/3/2023 08:00,4/3/2023 12:00,4/3/2023 16:00,4/3/2023 20:00,5/3/2023 00:00,5/3/2023 04:00,5/3/2023 08:00,5/3/2023 12:00,5/3/2023 16:00,5/3/2023 20:00,6/3/2023 00:00,6/3/2023 04:00,6/3/2023 08:00,6/3/2023 12:00,6/3/2023 16:00,6/3/2023 20:00,7/3/2023 00:00,7/3/2023 04:00,7/3/2023 08:00,7/3/2023 12:00,7/3/2023 16:00,7/3/2023 20:00
940 110006914414,w192267,940 110006544091,w192160,No Shade,,9,14,2,4,6,18,,18,5,3,7,17,2,7,4,,6,3,4,3,1,2,1,2,,5,4,4,8,4,6,4,5,12,2,7,4,3,10,,11,8,3,1,14,4,6,8,1,7,11,5,4,5,1,6,71,4,1,23,2,2,1,6,2,27,1,10,12,8,1,20,21,1,15,2,4,4,3,,4,4,5,122,1,26,5,10,,7,3,,6,2,11,1,8,6,25,4,8,5,2,,3,3,2,,5,7,13,16,74,1,10,3,1,3,4,2,1,30,7,10,1,,,
940 110006914414,w192267,940 110012554697,2329,No Shade,,,3,,3,,9,1,3,7,3,6,54,,10,1,2,1,,5,3,10,3,25,,,7,26,2,3,13,2,4,7,3,1,1,2,3,9,1,11,8,30,14,19,2,12,31,4,4,3,4,7,21,12,2,1,5,,,13,7,,1,,4,2,1,3,,1,24,2,6,5,3,2,2,4,6,5,3,14,10,9,2,4,13,19,9,5,1,5,,7,35,5,1,10,2,10,21,14,7,3,9,28,43,1,4,17,4,46,3,2,2,6,10,5,74,29,39,7,2,5,29,,
940 110006914414,w192267,940 110009539914,2604,No Shade,,3,5,5,7,,,2,8,19,10,1,4,6,11,1,4,12,16,7,23,4,1,,4,3,9,2,8,,1,3,5,,2,,3,3,6,14,3,6,,,6,12,6,11,2,5,3,29,13,7,3,6,4,2,6,16,7,3,12,3,25,1,9,4,4,21,3,2,8,2,3,26,16,8,5,2,4,13,5,3,,15,4,16,5,4,6,2,7,10,2,3,6,7,34,12,6,5,,7,8,3,5,3,,6,13,4,9,3,23,33,8,8,10,22,1,,,,,,,,
940 110006914414,w192267,940 110006544309,2423,No Shade,1,7,7,10,56,62,52,6,3,21,3,10,5,31,19,11,1,2,21,3,,1,5,3,14,1,5,7,2,1,11,8,7,1,,5,10,14,13,,2,6,16,,25,4,13,11,26,,4,1,2,13,6,7,16,24,9,4,4,8,4,27,1,,19,,2,8,7,,13,5,5,4,7,9,10,2,7,5,8,16,13,3,5,4,2,10,14,12,2,11,,21,2,40,18,4,5,5,36,15,9,2,1,11,2,8,5,2,2,7,,8,18,18,6,7,,3,11,42,76,23,1,,
940 110006914414,w192267,940 110012565400,W300,No Shade,,5,12,4,4,,1,3,2,16,5,1,,1,1,3,1,1,1,3,3,40,3,2,7,,12,11,3,4,3,10,4,6,1,,,2,1,3,7,11,,1,,19,1,2,1,6,5,6,6,,1,,1,2,4,4,,5,8,10,122,61,2,22,6,8,5,1,,,6,8,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110006914414,w192267,940 110012554430,2530,No Shade,,6,3,6,1,9,6,9,14,14,8,6,16,3,2,4,19,,7,2,3,1,,3,2,,4,1,5,2,2,3,3,2,1,1,5,9,9,5,4,2,1,18,8,12,4,3,17,10,9,11,7,26,26,5,9,5,1,2,6,7,,1,3,1,11,27,,2,4,,,4,3,5,6,17,3,5,19,10,8,5,28,5,2,7,,14,12,3,19,4,18,3,1,13,3,11,5,12,15,2,7,6,1,5,2,3,15,1,3,1,,6,12,4,2,18,1,2,36,5,13,24,,,
940 110006914414,w192267,940 110009538497,2947,No Shade,,8,17,13,1,,1,5,17,4,2,1,13,4,5,9,14,,2,9,3,13,,,,,10,9,112,19,,50,27,5,19,1,2,12,3,3,7,10,14,5,6,6,2,17,,10,10,27,,8,,4,8,4,12,6,3,3,9,6,4,4,,8,6,12,7,3,,2,,10,,13,,2,8,4,8,,,12,16,4,16,8,,5,7,14,14,3,,5,27,9,4,5,,2,1,6,3,2,,8,4,6,15,1,,4,21,2,13,2,,1,6,,,,,,
940 110006914414,w192267,940 110009538382,O45,No Shade,,3,13,5,2,,,,,6,,,1,,13,1,1,1,,4,1,4,1,1,6,1,2,2,2,4,11,2,2,1,,,13,4,4,3,3,,5,,3,18,17,1,5,,7,2,,6,8,6,8,5,6,5,4,22,33,30,,7,4,12,10,14,46,2,90,8,5,14,2,4,6,4,9,14,6,13,,7,1,3,4,1,8,,4,5,5,8,6,7,12,3,5,14,15,,2,15,22,4,1,10,11,27,13,23,9,3,2,1,1,,,,,,,,,,
940 110006914414,w192267,940 110006544980,2981,No Shade,,8,6,27,3,,3,3,7,25,1,2,6,2,2,5,4,,,1,8,4,2,1,2,,5,11,,3,2,4,22,4,3,2,,5,12,6,3,2,10,7,,15,31,1,13,7,7,23,3,1,3,3,9,10,3,9,103,108,42,68,,3,5,,9,4,6,5,1,4,3,12,8,5,5,4,17,5,11,,,2,3,2,1,1,1,6,4,16,2,7,,1,13,6,10,9,1,4,5,3,5,15,,6,8,5,11,,44,26,5,4,4,4,,1,,,,,,,
940 110006914414,w192267,940 110009539504,2716,No Shade,1,6,2,,8,4,2,2,2,5,16,1,,5,7,3,7,,2,1,1,6,,2,4,3,2,6,2,5,10,3,7,5,,3,10,2,3,1,,,2,2,1,13,21,11,18,13,21,8,8,5,38,4,7,1,7,2,2,2,4,2,1,1,,3,6,3,,1,,1,11,13,3,21,36,2,,,14,2,,2,6,5,12,3,2,18,5,6,18,1,4,2,3,,6,7,6,34,8,7,7,6,2,9,8,21,7,25,5,,,,,,,,,,,,,,
940 110006914414,w192267,940 110012565619,w797,No Shade,,4,2,1,6,,,1,,10,4,,,1,3,5,5,6,,1,4,1,5,4,,1,3,5,2,10,1,1,4,7,,11,3,6,6,,1,12,7,1,3,14,6,3,13,,5,3,5,54,4,9,19,21,9,16,2,9,24,25,10,2,,2,3,8,2,2,3,5,7,7,1,3,2,3,42,5,4,9,,2,7,7,2,22,4,8,15,7,2,1,6,2,6,8,2,3,13,5,1,,3,20,7,4,7,32,,,8,4,21,11,,,,6,1,,,,,,
940 110006914414,w192267,940 110009422300,2962,No Shade,1,2,16,6,7,3,,,11,21,,3,5,,10,5,3,1,,1,23,5,,1,6,2,5,18,3,7,,9,7,3,,7,,2,3,14,2,,10,2,6,5,9,1,4,19,11,,7,6,8,8,15,7,8,,,8,3,22,4,2,,3,8,9,11,5,,9,13,21,1,9,,3,3,3,9,2,1,,2,10,6,,1,1,1,46,11,8,4,,5,2,7,1,,,3,8,16,3,,6,7,3,6,5,,2,2,12,12,,,2,15,2,7,,1,,
940 110006914414,w192267,940 110006544403,W1707,No Shade,1,2,8,1,5,8,3,1,1,2,1,18,1,5,3,3,,4,12,1,6,1,1,1,7,,,1,3,,9,,7,16,1,2,,3,11,,2,6,8,4,3,6,9,3,1,8,6,1,4,5,7,7,12,11,15,2,1,7,22,10,1,3,,5,1,2,22,9,2,11,6,8,4,6,1,3,9,14,7,2,,15,13,4,4,1,5,1,4,6,11,21,12,2,4,13,8,,,,5,1,21,4,5,12,4,14,4,2,42,13,51,7,5,9,,,,,,,,,
940 110006914414,w192267,940 110006543939,W192556,No Shade,,2,8,7,2,7,3,5,2,19,13,1,9,5,13,47,18,39,91,12,,2,9,7,2,,4,5,1,1,9,1,2,8,,3,10,1,9,10,1,12,12,1,6,9,2,4,5,19,11,7,4,2,27,4,4,12,2,24,5,38,25,6,5,12,4,10,31,6,1,1,21,2,14,14,1,,7,2,5,6,2,9,10,1,,30,3,7,1,3,1,6,,15,8,2,2,15,2,5,14,,2,5,1,3,11,6,19,2,3,2,6,3,6,1,15,15,25,23,5,,,,,,
940 110006914414,w192267,940 110012567496,o21,No Shade,,4,4,2,,1,11,1,22,,,8,11,1,3,4,,2,,3,15,2,4,33,4,,2,,14,13,20,13,2,15,17,,5,28,3,4,3,7,5,9,4,5,4,12,3,6,8,6,5,2,13,3,5,2,5,3,,2,8,13,2,6,24,39,9,6,3,5,1,12,19,9,8,7,3,2,39,7,2,16,1,3,3,2,3,14,10,21,44,4,2,2,10,4,15,39,1,11,6,21,7,27,21,8,5,4,4,7,7,31,,11,2,1,15,8,47,18,8,8,,,,,
940 110006914414,w192267,940 110012554130,w192330,No Shade,,1,7,5,5,3,8,8,4,8,,2,9,1,8,,12,4,2,22,1,2,1,2,1,,11,6,2,,16,6,15,2,,4,18,2,8,1,2,4,34,13,5,8,,8,10,4,3,11,5,4,20,8,10,2,2,2,,4,1,6,4,,1,3,7,4,3,1,1,8,8,18,3,7,7,19,12,8,6,9,4,5,26,11,6,,,2,2,2,8,1,8,,6,7,9,2,,3,8,6,2,4,1,5,7,1,4,1,4,,,,,,,,,,,,,,
940 110006914414,w192267,940 110009423027,2635,No Shade,,8,18,4,2,4,4,2,6,6,8,7,7,17,13,3,4,4,1,7,17,12,3,2,9,2,3,101,139,58,13,7,39,4,35,4,,,10,10,11,5,10,3,17,11,,10,20,2,5,5,11,4,6,22,12,1,4,6,18,,12,8,,2,6,6,17,2,,,9,1,9,5,5,10,1,4,18,1,11,4,2,11,12,2,3,10,4,,11,22,4,3,13,3,10,8,6,21,5,2,5,5,4,3,,6,16,16,1,8,3,,2,7,27,9,21,12,2,33,,64,,,
940 110006914414,w192267,940 110009539115,w232,No Shade,,3,15,5,8,4,1,3,2,1,10,3,2,5,4,16,8,16,15,7,15,10,11,27,203,207,87,31,24,3,,11,3,4,1,3,2,11,3,1,25,19,36,39,11,6,47,55,1,4,5,7,9,4,7,8,9,20,15,2,,3,5,1,1,,,4,14,8,3,9,14,7,8,7,6,1,14,13,3,12,7,2,,11,15,6,14,2,1,,7,4,5,3,,1,1,5,3,6,3,2,10,12,12,2,,6,9,,2,,15,4,3,4,3,54,12,2,13,52,23,6,11,,
940 110006914414,w192267,940 110009423180,W1654,No Shade,,8,13,7,,3,27,15,1,2,,7,3,1,18,7,53,7,8,2,1,4,30,8,1,,9,15,3,2,14,7,5,9,,9,1,1,9,2,4,5,8,5,2,5,151,81,8,38,10,25,1,9,16,,6,13,6,26,14,9,5,1,6,1,41,8,9,4,9,14,29,14,4,10,8,11,27,20,1,6,4,13,4,11,10,6,2,20,12,,6,4,13,4,,6,1,9,6,3,4,4,2,21,2,4,1,1,15,3,1,9,14,32,1,5,5,,,,,,,,,,
940 110006914414,w192267,940 110012553725,2411,No Shade,,16,14,15,2,,1,,14,16,1,10,7,,5,16,1,,3,3,2,4,2,5,,4,6,3,5,10,5,4,7,5,1,13,2,9,11,,,,8,1,4,1,1,22,22,3,8,2,6,19,13,15,24,3,9,72,37,10,1,1,4,6,4,9,8,9,2,4,,3,2,7,1,8,6,4,14,12,9,43,8,17,26,8,3,11,2,4,1,3,11,9,,28,89,17,26,9,,3,15,1,2,1,9,5,8,11,2,3,2,20,4,,17,24,,2,29,2,1,9,,,
940 110006914414,w192267,940 110009540172,w9561,No Shade,,7,6,9,2,2,12,5,10,11,9,16,2,7,6,1,2,5,7,7,4,4,5,1,25,2,4,2,2,6,12,17,10,17,1,,7,6,4,,4,2,4,,,7,10,16,15,10,10,4,5,16,12,,3,7,2,7,25,,6,,6,4,3,9,6,5,6,,2,12,4,16,2,,9,12,5,3,3,,2,3,7,10,3,3,2,6,,7,1,6,22,6,2,9,8,8,11,26,2,3,6,3,4,2,9,5,4,1,15,,9,,6,3,,,,,,,,,
940 110006914414,w192267,940 110006544786,W9511,No Shade,,7,13,6,,6,7,3,5,3,,6,,,8,2,3,5,4,1,5,,,1,1,,4,1,2,,7,2,3,4,1,6,4,4,5,12,7,7,18,8,7,3,7,3,16,6,4,1,4,7,9,10,13,7,8,9,9,3,1,10,1,5,11,,7,4,,3,5,5,11,9,1,5,6,1,4,3,1,29,1,,2,3,4,4,4,1,1,1,7,10,,7,2,1,3,18,5,1,1,11,9,6,9,8,4,13,8,,9,1,7,,3,19,6,1,5,4,9,7,16,,
940 110006914414,w192267,940 110012566693,2708,No Shade,,2,2,11,1,3,6,14,2,3,1,4,5,9,1,10,7,,14,9,2,,13,6,1,1,14,5,4,11,8,1,8,6,7,1,20,4,4,,,12,12,5,2,7,2,21,13,1,3,2,5,3,2,7,2,10,3,9,7,15,6,,19,,14,10,7,8,13,7,11,2,7,7,7,12,16,1,56,18,8,5,16,1,2,11,4,21,10,2,1,16,42,109,24,24,3,8,17,35,5,1,27,2,2,4,11,3,7,5,2,8,2,1,4,13,1,1,26,40,3,4,,,,,
940 110006914414,w192267,940 110009539447,w9281,No Shade,1,2,6,10,2,6,5,5,5,10,5,4,10,19,12,7,1,1,,2,7,3,2,2,3,2,,1,7,,3,8,13,5,,1,2,2,3,2,,4,2,3,11,3,1,7,8,4,14,14,3,3,5,4,18,21,7,,,5,6,3,5,3,4,3,2,1,,5,31,5,16,13,12,7,34,7,28,13,16,4,22,7,2,4,2,3,10,1,12,7,15,3,,18,4,11,13,22,20,22,14,4,9,21,47,1,15,19,3,1,3,5,1,12,12,4,54,28,5,6,,,,,
940 110006914414,w192267,940 110006718507,W192313,No Shade,,7,6,6,4,,9,2,9,,8,11,7,5,1,1,3,1,14,7,8,1,12,7,3,,8,4,23,21,8,7,3,2,4,5,4,1,13,23,17,7,33,3,2,12,20,13,13,1,8,2,9,12,1,3,8,7,14,11,20,5,26,5,1,34,17,11,3,10,,2,1,6,,13,,6,5,6,7,18,5,17,6,15,7,3,4,,8,13,12,15,6,6,1,18,25,6,1,21,7,,18,27,,2,5,5,11,2,8,1,4,8,16,9,3,6,,,,,,,,,
940 110006914414,w192267,940 110009541144,W9559,No Shade,,1,3,15,12,7,1,4,15,,2,,2,9,10,17,118,107,2,8,14,6,,,19,,2,6,1,4,6,2,5,5,,3,,4,2,1,1,8,4,3,5,7,10,1,1,4,5,7,3,20,7,,21,3,19,13,,8,10,2,3,1,,1,6,17,6,,,1,11,1,6,8,2,4,18,5,10,,,1,17,,3,3,1,,10,3,1,3,1,,7,,4,1,5,3,2,17,,1,,,18,9,5,3,4,7,24,57,6,9,,,,,,,,,
940 110006914414,w192267,940 110012565504,2466,No Shade,1,8,8,10,2,2,3,10,10,1,11,13,19,7,5,21,2,4,28,1,3,,2,2,1,4,1,,2,16,87,39,4,7,17,1,12,1,5,1,1,21,41,9,27,9,18,7,1,3,3,5,,5,11,10,6,1,10,9,9,4,11,4,2,2,4,7,3,5,6,3,33,2,6,7,5,12,13,7,21,13,14,1,34,,12,24,5,14,14,8,2,7,14,17,4,2,4,3,3,15,8,8,3,5,4,20,3,12,19,1,5,1,4,5,22,12,8,2,29,7,18,,,,,,
940 110006914414,w192267,940 110009423327,3738,No Shade,,1,9,3,3,21,10,11,4,5,,3,13,14,,3,3,4,31,2,4,,,,4,,3,6,6,7,6,,3,2,1,5,15,,1,,1,13,4,1,1,9,,5,1,3,3,12,1,1,5,2,2,1,,1,33,1,4,5,3,,8,2,4,15,12,1,16,8,1,2,5,3,,4,12,9,1,38,1,4,6,1,1,1,4,1,1,9,20,5,14,1,4,3,4,11,8,2,,5,1,1,2,1,,3,,2,2,1,6,,1,,,1,35,16,2,12,11,,
940 110006914414,w192267,940 110009422821,W1673,No Shade,,3,5,16,5,4,3,,4,10,,5,,,9,7,8,,,3,18,8,2,,,2,5,18,,4,,1,10,3,,1,,125,31,19,3,10,1,3,5,20,,,2,5,8,4,3,4,33,11,8,6,6,1,,10,6,10,3,,,2,3,4,4,,,6,8,7,4,8,9,12,5,8,8,1,,1,4,,4,,,20,10,6,2,,2,8,7,1,7,9,6,1,5,3,2,1,1,13,5,23,2,,,1,6,3,14,3,1,2,9,54,2,7,,,
940 110006914414,w192267,940 110009539831,2971,No Shade,,1,4,2,3,3,3,8,2,4,2,8,19,2,6,25,13,,13,1,1,1,1,3,,1,1,3,1,6,7,6,4,9,,,8,7,6,4,2,3,5,8,,2,4,18,5,3,10,,17,,6,3,38,7,5,3,12,17,3,2,8,3,55,19,40,4,45,31,59,74,65,12,8,3,1,9,,5,2,12,11,21,1,11,5,8,9,2,30,10,3,15,3,2,3,10,,5,,1,6,21,12,16,,4,11,3,18,3,3,2,4,5,6,27,,4,,,,,,,
940 110006914414,w192267,940 110012564878,w192408,No Shade,,1,11,9,1,,5,3,7,9,1,,14,18,8,19,,,,3,5,3,3,14,,7,5,8,5,3,6,4,8,10,23,2,,1,1,8,2,20,28,4,31,12,1,17,10,50,7,21,1,1,2,5,18,7,6,,,5,24,15,3,,2,3,10,8,1,29,18,11,8,43,21,7,16,2,,4,8,9,,3,6,1,13,2,4,2,1,6,6,9,,3,10,9,5,10,11,1,,6,19,,,6,6,3,7,8,,12,7,,,,,,,,,,,,
940 110006914414,w192267,940 110012553565,3753,No Shade,,6,9,5,2,,1,,8,2,6,12,14,2,3,4,1,2,,3,26,22,2,43,,2,5,17,9,,1,20,1,13,,2,6,21,12,4,4,6,5,2,62,20,4,19,4,3,6,,2,1,20,12,15,9,99,,,8,10,8,6,,,3,14,2,1,15,4,1,9,9,5,13,2,1,,7,6,1,1,9,7,13,2,13,4,,1,6,4,1,,1,4,6,,11,2,,6,6,5,30,32,8,7,27,1,1,,5,,10,7,,41,35,5,5,,,,,
940 110006914414,w192267,940 110009540104,w192057,No Shade,,1,5,4,6,8,9,5,6,16,6,7,1,2,13,9,3,2,15,8,3,26,9,6,2,4,8,10,7,2,13,11,7,3,5,7,2,8,8,5,2,6,,23,,7,4,16,22,38,8,4,2,2,2,5,20,6,9,6,39,26,32,21,3,8,44,10,7,7,1,5,4,2,5,9,17,5,3,12,6,11,10,8,5,9,25,1,10,33,6,8,9,22,5,,,21,18,10,8,14,5,1,1,5,8,4,,3,3,25,12,3,5,2,2,1,3,16,4,8,10,45,6,,,,
940 110006914414,w192267,940 110009538686,2482,No Shade,2,7,10,6,2,12,7,2,6,6,1,1,,2,10,1,17,3,8,7,2,4,2,2,1,,12,1,2,1,6,2,5,5,1,,7,8,6,14,,7,18,12,2,6,10,8,4,8,14,3,13,3,1,1,6,6,15,5,8,8,24,14,,38,11,11,1,8,1,194,137,238,103,12,1,3,4,,13,2,8,2,26,3,3,26,5,6,8,3,2,10,3,12,18,1,13,5,4,31,10,24,9,2,5,10,,6,15,9,3,4,6,6,48,5,8,18,33,26,,,,,,,
940 110006914414,w192267,940 110006720732,2673,No Shade,,10,16,1,1,,1,4,11,1,5,1,2,3,15,4,3,1,,2,7,1,4,13,1,,6,16,9,16,5,6,4,23,16,4,,3,10,4,4,3,3,4,23,6,16,7,12,,7,1,1,1,18,3,4,11,9,7,,3,2,3,7,49,5,19,22,8,,3,5,3,3,7,3,6,2,1,12,17,5,7,5,5,2,,,1,1,2,3,9,2,2,,1,8,21,8,7,,15,2,6,30,1,,5,1,4,9,70,,1,6,,4,7,,,8,71,6,7,7,,
940 110006914414,w192267,940 110012565614,2945,No Shade,,,12,2,11,,,9,6,6,15,1,3,2,11,2,4,3,1,10,38,7,86,38,,2,15,8,7,1,5,4,9,11,,,25,1,17,1,,18,10,,7,7,10,27,,3,15,2,4,9,9,6,8,5,3,5,,5,1,12,3,3,8,8,6,6,4,14,,19,15,9,1,9,4,3,2,2,1,2,19,2,15,5,8,9,2,3,18,28,14,9,1,2,2,40,6,18,12,1,2,2,13,19,18,5,4,3,3,,,,,,,,,,,,,,,,
940 110006914414,w192267,940 110009539482,W1619,No Shade,,,,9,9,6,29,12,4,19,24,2,20,3,5,3,,,18,2,3,4,3,4,,3,8,1,7,2,4,3,13,3,,,30,1,3,12,5,2,2,1,2,3,7,5,5,1,6,11,43,10,7,,5,5,28,26,,4,3,1,11,,2,,,24,6,2,,4,40,7,6,5,8,31,4,9,7,6,,2,,7,12,2,25,1,10,6,1,1,2,4,11,2,5,3,8,3,3,9,38,2,1,3,20,2,10,17,,,,,,,,,,,,,,,
940 110006914414,w192267,940 110009423168,Y457,No Shade,,1,4,4,5,1,2,14,2,5,2,3,1,1,4,16,1,6,2,3,14,6,,2,,,10,13,5,7,1,1,7,3,1,,15,2,12,3,3,6,2,6,3,5,10,16,3,16,4,20,3,6,3,4,2,2,3,4,8,9,6,6,5,3,16,2,12,6,2,20,4,11,4,7,9,11,5,8,2,2,9,3,9,20,57,8,17,3,5,21,7,5,5,1,19,15,15,5,,2,9,6,,1,1,11,18,7,5,3,1,11,6,19,3,5,6,4,13,,,,,,,,
940 110006914414,w192267,940 110009541593,3767,No Shade,,1,3,3,4,7,3,1,4,12,1,7,1,5,10,3,2,4,2,2,3,2,1,4,,1,4,12,1,14,7,22,16,14,2,20,15,11,17,,6,3,2,,8,4,14,,8,6,13,26,6,3,8,3,12,7,5,11,3,,11,10,,6,89,16,7,2,2,4,1,11,4,3,2,8,10,12,7,3,6,6,1,13,8,17,,20,11,,1,15,4,8,,2,2,5,1,23,5,7,28,,3,3,,6,16,4,4,4,12,5,6,2,2,6,2,9,37,37,25,,,,
940 110006914414,w192267,940 110006544321,2597,No Shade,,4,6,3,1,19,5,2,18,1,4,4,,6,3,13,1,3,13,5,7,8,4,8,7,1,4,5,,3,5,7,5,2,,7,5,1,3,7,2,7,1,1,7,7,,4,4,1,8,16,1,,12,7,11,29,123,81,4,2,13,6,2,2,6,,4,4,2,2,1,,,2,2,1,14,11,6,7,5,2,8,6,2,11,,16,13,1,13,8,24,1,3,2,2,2,1,6,2,1,2,3,1,3,1,9,3,6,4,7,7,2,16,3,4,,4,12,,,,,,,
940 110006914414,w192267,940 110009538666,Y1064,No Shade,,3,4,19,6,13,,1,4,11,5,2,,,4,2,2,14,1,1,,2,5,12,,,2,2,1,23,7,7,8,11,1,3,7,,7,8,2,3,9,,4,14,5,2,6,1,13,15,1,3,,4,22,8,20,37,41,7,4,8,1,1,,,7,4,1,,2,,3,2,,8,19,3,6,3,6,10,14,2,7,21,5,,,2,,2,6,1,2,,4,7,7,3,5,,4,42,2,2,,3,9,13,11,,3,3,8,3,3,2,,8,5,,,,,,
940 110006914414,w192267,940 110009540194,2930,No Shade,,3,4,17,3,4,2,,3,20,3,7,3,8,,6,2,8,3,1,3,8,1,1,,,4,2,4,5,8,4,2,12,23,7,3,1,1,1,6,5,3,8,5,5,,12,13,10,8,12,6,13,25,2,6,6,8,5,,17,1,5,17,82,16,10,3,7,5,5,10,1,6,12,5,10,13,8,2,5,16,2,,16,5,,3,3,,3,19,7,1,,1,2,2,13,9,3,11,1,7,14,1,3,1,8,1,10,11,2,5,1,15,3,4,20,8,2,11,13,9,27,3,,
940 110006914414,w192267,940 110009539281,w192005,No Shade,,2,4,12,3,,5,2,2,5,1,4,3,,9,8,6,2,6,3,2,4,14,2,6,,8,8,11,4,1,4,4,1,,,3,,1,1,2,11,,3,,12,7,9,9,9,3,9,3,3,7,5,8,11,4,1,1,7,6,5,,101,104,95,2,3,,28,5,3,22,1,1,,4,6,9,1,6,1,,16,3,4,,6,11,,34,10,,4,6,,3,5,3,6,2,,1,5,2,23,42,2,4,15,4,,4,3,2,,2,2,72,56,3,6,3,6,16,,
940 110006914414,w192267,940 110009538618,w192356,No Shade,,4,3,,2,,,1,10,5,1,6,13,1,9,,,6,1,1,14,7,3,1,1,,9,3,1,5,1,,2,2,1,3,6,,1,,,2,10,2,1,3,4,11,5,13,14,2,26,5,3,2,2,,4,,,,1,,1,,,1,,,1,,,,1,,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110006914414,w192267,940 110009539841,2548,No Shade,,10,11,21,4,,1,8,2,1,2,,7,,16,5,2,4,20,,7,1,3,2,,,7,1,5,7,8,3,31,3,1,1,4,,10,1,30,20,54,47,19,8,10,9,8,8,9,1,,3,12,4,5,7,4,12,18,7,2,42,9,70,,3,6,7,25,6,11,,3,9,14,7,10,5,7,12,7,7,42,3,11,22,1,,,,9,1,12,9,18,,3,,5,11,1,,,3,6,1,4,6,10,5,,7,1,5,4,5,49,4,2,3,32,9,13,,,,
940 110006914414,w192267,940 110009539563,w192086,No Shade,1,5,10,3,3,,2,3,6,1,1,8,1,3,4,4,2,1,,8,8,5,10,3,,3,,,2,13,6,,2,1,,2,12,22,33,26,162,107,2,29,10,9,31,12,6,,5,,,16,13,11,12,8,,3,9,,7,11,1,17,12,14,12,5,10,3,15,8,,18,2,4,2,11,2,3,2,4,9,2,2,2,5,17,5,1,2,12,,5,,,3,1,1,14,21,11,10,,17,3,4,1,2,8,10,42,4,5,5,,6,16,9,14,5,,,,,,
940 110006914414,w192267,940 110006544577,2608,No Shade,,1,13,2,4,1,14,2,6,4,1,,3,,3,12,3,4,3,10,18,1,2,4,1,,5,6,13,17,10,5,19,5,,3,3,7,17,1,3,11,,1,9,12,18,10,6,4,15,1,7,3,12,2,3,3,2,11,2,11,14,2,19,,14,7,13,10,6,6,4,8,2,9,1,11,14,8,,2,4,2,6,10,8,26,3,,34,1,1,21,29,3,,5,4,22,,3,5,13,1,2,1,1,7,15,11,45,1,7,1,8,7,3,,2,6,4,51,75,6,31,21,,
