Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024,15/2/2024,16/2/2024,17/2/2024,18/2/2024,19/2/2024,20/2/2024,21/2/2024,22/2/2024,23/2/2024,24/2/2024,25/2/2024,26/2/2024,27/2/2024,28/2/2024,29/2/2024,1/3/2024,2/3/2024,3/3/2024,4/3/2024,5/3/2024,6/3/2024,7/3/2024
940 110007343094,w192350,940 110012553652,w9511,High Shade,5,30,15,24,22,34,16,38,,,,,,,,24,16,35,31,24,47,10,
940 110007343094,w192350,940 110012554433,y474,High Shade,,11,1,32,10,8,19,29,,,,,,,,26,33,38,22,145,26,36,
940 110007343094,w192350,940 110009539288,w192212,High Shade,6,32,23,17,20,69,20,26,,,,,,,,15,23,109,23,29,1,,
940 110007343094,w192350,940 110019090030,2629,High Shade,,74,68,42,19,22,11,26,,,,,,,,10,52,18,65,15,14,,
940 110007343094,w192350,940 110019091890,y460,High Shade,1,57,56,32,23,22,25,19,,,,,,,,21,47,59,15,15,3,,
940 110007343094,w192350,940 110009539164,2924,High Shade,6,17,71,34,59,55,41,44,,,,,,,,41,46,43,48,25,38,15,
940 110007343094,w192350,940 110009540290,2327,High Shade,,7,6,14,11,26,13,20,,,,,,,,33,114,35,24,53,23,13,
940 110007343094,w192350,940 110009540162,2433,High Shade,1,12,53,67,19,20,31,45,,,,,,,,32,49,33,35,27,29,,
940 110007343094,w192350,940 110009541259,3758,High Shade,32,13,29,551,42,18,86,66,,,,,,,,50,23,36,36,57,233,54,
940 110007343094,w192350,940 110012554553,w961,High Shade,11,26,90,29,44,32,59,68,,,,,,,,83,42,75,31,57,42,9,
940 110007343094,w192350,940 110009530579,w967,High Shade,1,20,66,27,144,12,13,24,,,,,,,,60,28,26,45,23,41,7,
940 110007343094,w192350,940 110009539267,y444,High Shade,,32,88,34,32,30,41,20,,,,,,,,15,20,24,13,13,23,9,
940 110007343094,w192350,940 110009539379,2646,High Shade,,44,22,66,30,23,122,46,,,,,,,,46,42,60,72,35,50,14,
940 110007343094,w192350,940 110009539523,2303,High Shade,9,12,32,10,13,32,26,41,,,,,,,,47,21,35,18,32,22,,
940 110007343094,w192350,940 110009540131,2640,High Shade,9,87,57,40,38,9,24,50,,,,,,,,30,57,22,22,33,52,34,
940 110007343094,w192350,940 110009539215,w979,High Shade,3,7,28,30,21,4,34,24,,,,,,,,30,37,31,27,140,37,16,
940 110007343094,w192350,940 110019091895,2394,High Shade,3,26,22,14,9,47,10,20,,,,,,,,48,179,22,45,23,67,1,
940 110007343094,w192350,940 110019090103,w192008,High Shade,15,12,17,66,28,191,26,31,,,,,,,,35,35,25,30,66,33,24,
940 110007343094,w192350,940 110012568291,y434,High Shade,1,28,20,49,47,66,18,22,,,,,,,,27,32,39,53,70,11,,
940 110007343094,w192350,940 110009539587,w192330,High Shade,15,5,10,30,54,18,248,50,,,,,,,,60,71,29,97,46,51,40,
940 110007343094,w192350,940 110012553789,2610,High Shade,4,33,37,55,16,15,25,37,,,,,,,,43,29,28,31,41,21,,
940 110007343094,w192350,940 110019091049,2418,High Shade,14,22,181,50,46,81,56,20,,,,,,,,85,41,30,36,32,13,45,
940 110007343094,w192350,940 110009540147,w1637,High Shade,14,15,8,14,49,24,17,18,,,,,,,,37,41,16,30,18,27,,
940 110007343094,w192350,940 110019091521,2350,High Shade,18,5,35,95,79,29,27,54,,,,,,,,24,23,10,25,27,33,38,14
940 110007343094,w192350,940 110012554501,2717,High Shade,9,52,36,51,29,20,36,32,,,,,,,,36,10,246,23,20,37,,
940 110007343094,w192350,940 110009422302,2616,High Shade,15,9,36,17,22,13,30,19,,,,,,,,50,26,51,88,110,56,108,
940 110007343094,w192350,940 110009538502,w1763,High Shade,,16,43,46,48,32,118,48,,,,,,,,36,37,34,42,47,24,30,
940 110007343094,w192350,940 110012565444,w1512,High Shade,11,70,68,34,34,20,76,24,,,,,,,,139,49,52,20,28,17,46,
940 110007343094,w192350,940 110009538623,2554,High Shade,5,14,3,46,25,53,19,26,,,,,,,,23,35,33,58,27,9,,
940 110007343094,w192350,940 110009539443,W1695,High Shade,14,21,34,19,43,25,27,72,,,,,,,,40,52,25,40,37,6,,
940 110007343094,w192350,940 110012566730,w192152,High Shade,13,64,72,49,23,28,35,49,,,,,,,,42,82,42,52,39,27,,
940 110007343094,w192350,940 110009538900,2659,High Shade,21,81,13,72,45,43,122,43,,,,,,,,34,34,31,35,74,62,32,
940 110007343094,w192350,940 110009539846,y448,High Shade,,,,,,,,,,,,,,,,44,29,30,21,387,61,58,
940 110007343094,w192350,940 110012564957,2622,High Shade,25,16,65,32,22,7,64,21,,,,,,,,68,31,28,39,97,33,76,
940 110007343094,w192350,940 110012567143,w1640,High Shade,12,20,48,31,21,13,24,71,,,,,,,,45,17,33,30,44,65,,
940 110007343094,w192350,940 110009539995,w213,High Shade,3,19,89,99,32,13,32,78,,,,,,,,48,66,42,37,41,48,27,
940 110007343094,w192350,940 110012566557,2688,High Shade,19,13,35,45,21,29,41,232,,,,,,,,48,41,46,22,76,33,,
940 110007343094,w192350,940 110009538743,2023,High Shade,5,49,9,18,17,20,8,18,,,,,,,,136,27,33,25,34,48,21,
940 110007343094,w192350,940 110009539721,w9513,High Shade,6,44,15,72,58,40,59,35,,,,,,,,76,53,97,40,70,63,,
940 110007343094,w192350,940 110009539113,2423,High Shade,,11,6,28,2,8,35,26,,,,,,,,38,20,23,26,17,34,,
940 110007343094,w192350,940 110009538774,2384,High Shade,1,13,5,19,20,8,28,25,,,,,,,,80,82,36,41,43,56,74,41
940 110007343094,w192350,940 110019090459,2626,High Shade,14,7,71,28,65,51,22,41,,,,,,,,20,40,14,15,36,36,36,
940 110007343094,w192350,940 110012565433,2674,High Shade,5,31,22,54,15,3,19,27,,,,,,,,37,28,40,64,22,3,,
940 110007343094,w192350,940 110009540630,2969,High Shade,8,18,2,9,30,18,45,35,,,,,,,,29,19,45,17,17,67,36,
940 110007343094,w192350,940 110009538571,2395,High Shade,4,33,36,10,14,25,12,16,,,,,,,,90,43,18,35,25,63,24,
940 110007343094,w192350,940 110019091513,w192087,High Shade,2,29,293,17,20,21,18,34,,,,,,,,21,22,14,30,114,56,10,
940 110007343094,w192350,940 110012554843,w1552,High Shade,4,32,62,39,26,9,17,27,,,,,,,,38,19,65,23,25,43,8,
940 110007343094,w192350,940 110009423166,2963,High Shade,23,10,20,55,13,10,16,45,,,,,,,,14,27,42,63,21,9,,
940 110007343094,w192350,940 110012568096,2620,High Shade,17,38,24,22,28,11,34,36,,,,,,,,51,125,26,104,44,29,18,
940 110007343094,w192350,940 110019091355,2321,High Shade,,37,41,13,24,48,16,53,,,,,,,,34,28,35,16,28,12,,
940 110007343094,w192350,940 110012564961,2335,High Shade,1,31,33,30,7,14,11,39,,,,,,,,32,15,40,14,34,31,10,
940 110007343094,w192350,940 110012554714,w192377,High Shade,6,20,19,68,23,13,15,46,,,,,,,,33,46,14,86,12,28,,
940 110007343094,w192350,940 110009421864,o27,High Shade,17,36,41,15,40,28,6,39,,,,,,,,58,16,33,23,85,40,10,
940 110007343094,w192350,940 110009423220,o24,High Shade,26,67,33,19,46,82,39,30,,,,,,,,88,40,52,31,30,52,,
940 110007343094,w192350,940 110009540190,1474,High Shade,1,5,14,17,49,38,20,37,,,,,,,,61,58,73,32,34,,,
940 110007343094,w192350,940 110009541679,w1661,High Shade,12,11,31,40,36,14,24,37,,,,,,,,27,28,51,69,74,75,7,
940 110007343094,w192350,940 110012554266,w1645,High Shade,,22,16,27,13,26,7,28,,,,,,,,23,83,33,51,149,80,1,
940 110007343094,w192350,940 110012566822,w192004,High Shade,1,25,26,30,14,59,26,23,,,,,,,,17,25,14,24,37,3,,
940 110007343094,w192350,940 110019091371,w1756,High Shade,3,69,70,16,18,9,34,45,,,,,,,,35,78,36,21,36,16,1,
940 110007343094,w192350,940 110009538722,3753,High Shade,3,6,238,29,13,36,17,34,,,,,,,,79,53,22,33,44,15,,
940 110007343094,w192350,940 110009541521,2613,High Shade,17,43,34,23,49,35,48,66,,,,,,,,27,37,27,49,17,45,9,
940 110007343094,w192350,940 110009423176,2451,High Shade,4,22,11,52,44,17,84,70,,,,,,,,27,34,39,41,34,26,45,
940 110007343094,w192350,940 110012566863,y472,High Shade,3,24,9,42,9,8,20,19,,,,,,,,34,37,31,186,42,31,109,
940 110007343094,w192350,940 110009541526,y428,High Shade,,35,19,6,14,4,6,17,,,,,,,,22,28,20,35,10,30,36,20
940 110007343094,w192350,940 110009539726,w952,High Shade,14,76,62,34,205,46,19,34,,,,,,,,38,41,74,32,118,47,67,9
940 110007343094,w192350,940 110009541103,w192002,High Shade,6,26,10,22,16,9,63,17,,,,,,,,31,34,51,21,44,40,26,
940 110007343094,w192350,940 110019088685,2931,High Shade,16,38,54,45,31,53,22,43,,,,,,,,19,77,36,55,39,59,27,
940 110007343094,w192350,940 110012567392,w192006,High Shade,4,24,40,194,34,45,42,28,,,,,,,,36,68,41,19,43,50,21,
940 110007343094,w192350,940 110019091854,w192180,High Shade,25,184,60,33,112,29,56,63,,,,,,,,51,22,23,36,15,82,58,24
940 110007343094,w192350,940 110019091342,y450,High Shade,23,51,44,23,79,47,27,33,,,,,,,,40,59,33,30,42,66,22,
940 110007343094,w192350,940 110012567798,w1697,High Shade,28,25,55,77,25,12,56,29,,,,,,,,48,47,22,31,123,55,49,41
940 110011818156,w192385,940 110012554375,2351,High Shade,9,53,22,34,53,38,112,11,11,36,28,10,12,10,44,,,,,,,,
940 110011818156,w192385,940 110019090775,w192050,High Shade,8,31,22,13,35,42,23,16,17,84,26,29,6,8,23,,,,,,,,
940 110011818156,w192385,940 110019091445,2664,High Shade,5,20,30,37,22,10,14,29,24,15,35,2,4,10,47,,,,,,,,
940 110011818156,w192385,940 110009538653,2658,High Shade,,16,38,15,19,27,30,17,20,42,37,10,30,5,53,,,,,,,,
940 110011818156,w192385,940 110012554675,2570,High Shade,3,39,35,54,20,67,127,63,19,22,27,23,8,15,27,,,,,,,,
940 110011818156,w192385,940 110019091443,w9534,High Shade,2,24,47,37,20,31,20,26,90,23,39,9,6,6,22,,,,,,,,
940 110011818156,w192385,940 110009422297,2376,High Shade,14,28,22,15,25,22,48,34,23,21,22,4,1,6,34,,,,,,,,
940 110011818156,w192385,940 110019090024,w192382,High Shade,3,43,48,26,44,62,21,90,90,25,19,11,7,9,44,,,,,,,,
940 110011818156,w192385,940 110019091352,w192172,High Shade,8,11,15,14,13,42,25,26,36,172,26,10,9,14,56,,,,,,,,
940 110011818156,w192385,940 110009539425,2619,High Shade,5,77,32,25,43,13,33,27,19,24,85,16,4,9,46,,,,,,,,
940 110011818156,w192385,940 110009538885,w9333,High Shade,7,26,22,35,30,41,10,48,64,35,19,6,83,19,48,,,,,,,,
940 110011818156,w192385,940 110019090749,2375,High Shade,9,39,63,41,30,23,14,32,24,32,28,16,13,8,30,,,,,,,,
940 110011818156,w192385,940 110009423244,w9536,High Shade,13,25,18,52,42,39,52,38,44,27,43,3,4,3,42,,,,,,,,
940 110007958008,w192415,982 123812217553,2400,No Shade,12,30,23,64,16,40,100,134,35,38,14,12,50,14,53,43,10,39,46,87,76,,
940 110007958008,w192415,940 110019088701,w192313,No Shade,3,30,36,82,46,141,49,46,62,22,38,49,41,58,32,36,13,41,53,54,77,,
940 110007958008,w192415,940 110009540316,2033,No Shade,14,82,60,53,51,21,44,110,109,64,30,37,244,45,37,33,44,45,61,104,109,4,
940 110007958008,w192415,940 110009422824,y447,No Shade,44,52,17,18,53,27,43,86,41,32,31,38,20,76,26,43,15,40,60,56,88,8,
940 110007958008,w192415,940 110019092805,w1664,No Shade,5,19,12,22,34,40,45,104,44,115,21,37,13,52,35,21,48,38,57,40,47,1,
940 110007958008,w192415,940 110009539115,2583,No Shade,9,26,53,16,41,28,24,67,70,39,35,24,45,36,203,25,20,77,33,131,114,4,
940 110007958008,w192415,940 110009538750,2534,No Shade,12,60,43,50,54,56,55,182,64,64,51,40,86,36,77,40,43,25,82,76,58,21,
940 110007958008,w192415,940 110019091368,2637,No Shade,11,29,27,61,76,26,32,48,26,46,56,35,120,28,30,30,16,186,198,72,50,7,
940 110007958008,w192415,940 110012567072,2035,No Shade,98,183,34,24,13,14,61,227,46,22,13,25,28,27,49,22,10,24,29,65,61,,
940 110007958008,w192415,940 110012566439,w192249,No Shade,21,18,18,24,172,25,55,72,101,55,26,71,21,36,15,35,26,68,50,56,38,98,
940 110007958008,w192415,940 110012568263,w1624,No Shade,5,60,46,46,54,18,46,147,50,57,22,23,40,18,33,16,34,28,98,83,201,5,
940 110007958008,w192415,940 110009539378,3798,No Shade,9,34,42,41,26,25,49,124,64,58,53,51,16,11,9,,,,,,,,
940 110007958008,w192415,940 110009539903,w192012,No Shade,6,29,41,34,71,20,43,65,101,35,40,33,47,93,26,53,32,51,95,58,135,20,
940 110007958008,w192415,940 110019090667,w1622,No Shade,7,20,5,14,26,29,11,17,50,76,46,125,20,105,16,12,13,42,35,51,58,10,
940 110007958008,w192415,940 110012567833,w281,No Shade,6,66,110,44,21,57,23,126,25,48,63,45,41,13,36,27,27,71,82,69,113,2,
940 110007958008,w192415,940 110012553844,2970,No Shade,4,36,45,29,20,46,20,45,56,50,71,21,29,15,20,34,62,34,90,197,143,6,
940 110007958008,w192415,940 110012566988,w1726,No Shade,12,44,72,64,35,67,15,171,71,44,11,37,80,47,39,89,13,48,14,77,43,10,
940 110007958008,w192415,940 110009540648,w744,No Shade,12,41,38,62,27,39,39,60,26,35,29,15,21,14,18,,,,,,,,
940 110007958008,w192415,940 110009423261,2633,No Shade,10,49,51,36,34,52,39,68,47,36,47,14,25,23,59,22,30,49,70,40,28,25,
940 110007958008,w192415,940 110009539369,2490,No Shade,5,44,42,56,51,199,43,135,80,46,48,37,41,27,40,40,27,70,64,76,128,12,
940 110007958008,w192415,940 110009539082,2479,No Shade,20,26,50,42,16,35,11,37,29,89,12,38,33,12,98,36,44,42,69,48,47,28,
940 110007958008,w192415,940 110009538428,w1612,No Shade,6,55,46,31,33,21,68,165,48,51,65,57,41,42,44,22,54,65,43,91,60,1,
940 110007958008,w192415,940 110009538608,w192160,No Shade,2,59,65,37,40,34,29,53,55,19,54,9,6,9,15,,,,,,,,
940 110007958008,w192415,940 110012554559,w9330,No Shade,10,42,14,,,,,,18,22,4,22,23,41,54,60,24,39,24,56,48,,
940 110007958008,w192415,940 110012566899,w9537,No Shade,9,17,10,11,9,34,16,56,186,50,11,45,28,36,23,19,28,55,121,61,19,45,
940 110007958008,w192415,940 110009541497,2667,No Shade,20,54,35,32,35,50,23,86,67,49,17,34,49,14,95,18,36,74,63,38,174,7,
940 110007958008,w192415,940 110009540871,2528,No Shade,12,34,49,29,60,25,58,104,113,43,101,28,26,16,56,33,40,68,66,57,80,7,
940 110007958008,w192415,940 110009538619,3736,No Shade,4,10,24,13,125,19,23,86,27,18,12,13,19,10,15,13,31,38,46,47,35,9,
940 110007958008,w192415,940 110012565591,2684,No Shade,11,45,50,51,19,46,15,104,24,34,45,186,10,6,19,3,,,,,,,
940 110007958008,w192415,940 110009541538,w192278,No Shade,13,27,36,32,422,6,23,153,24,31,27,43,68,20,27,25,41,43,66,61,74,1,
940 110007958008,w192415,940 110009538666,w986,No Shade,12,16,17,12,30,9,19,96,23,30,67,9,10,31,46,17,48,42,33,186,82,40,
940 110007958008,w192415,940 110009540453,2371,No Shade,10,46,46,17,28,20,20,45,37,50,22,16,22,12,26,21,38,71,40,32,516,17,
940 110007958008,w192415,940 110009538631,2316,No Shade,5,26,34,62,35,53,39,117,27,57,90,17,20,124,592,18,18,38,40,71,48,4,
940 110007958008,w192415,940 110009423027,2542,No Shade,16,88,40,45,33,41,49,123,26,31,66,62,46,31,48,111,43,50,60,70,72,4,
940 110007958008,w192415,940 110009539843,2439,No Shade,11,108,144,15,27,30,37,88,74,64,29,22,53,32,23,23,97,46,69,97,87,2,
940 110007958008,w192415,940 110019089913,3715,No Shade,14,51,139,22,29,47,41,120,59,98,10,56,37,27,32,16,22,59,219,121,59,3,
940 110007958008,w192415,940 110009539785,y1077,No Shade,13,36,56,48,26,38,43,78,61,46,47,18,62,98,37,22,18,38,59,56,63,1,
940 110007958008,w192415,940 110009538648,w923,No Shade,8,16,38,30,32,64,31,89,31,51,28,44,39,131,13,42,21,36,56,86,42,33,
940 110007958008,w192415,940 110009540172,w9277,No Shade,8,39,42,85,44,23,27,140,42,31,104,19,11,14,11,,,,,,,,
940 110007958008,w192415,940 110009538450,w9279,No Shade,21,42,71,130,71,57,46,96,19,26,17,21,60,53,42,50,32,42,33,61,87,3,
940 110007958008,w192415,940 110012565638,w1549,No Shade,33,46,17,25,19,18,55,82,27,11,33,81,84,27,20,35,28,45,59,52,61,65,
940 110007958008,w192415,940 110012566852,2669,No Shade,16,27,42,15,39,25,23,85,39,29,23,6,3,7,11,,,,,,,,
940 110007958008,w192415,940 110009538656,w1597,No Shade,17,38,23,76,46,29,26,220,56,42,23,55,133,119,67,35,88,32,108,72,90,2,
940 110007958008,w192415,940 110009539851,w192094,No Shade,12,46,53,40,17,28,21,106,40,40,46,48,34,29,37,623,322,35,117,101,92,8,
940 110007958008,w192415,940 110012567439,3763,No Shade,6,13,37,17,51,25,33,70,24,48,27,21,38,37,6,28,57,78,45,59,42,4,
940 110007958008,w192415,940 110009540403,w192579,No Shade,8,56,37,36,40,19,34,44,37,30,58,92,20,20,16,54,80,50,56,37,196,28,
940 110007958008,w192415,940 110009539003,w768,No Shade,4,28,27,26,25,28,30,61,31,103,56,181,50,23,19,22,18,37,39,29,26,7,
940 110007958008,w192415,940 110009539138,2391,No Shade,31,28,23,38,20,7,9,29,12,25,39,20,24,13,19,15,88,88,57,28,63,3,
940 110007958008,w192415,940 110009538618,w1544,No Shade,6,21,13,24,11,17,35,49,116,41,51,13,27,8,14,25,22,30,47,156,39,1,
940 110007958008,w192415,940 110012554703,2343,No Shade,9,27,43,42,47,34,70,103,111,75,70,64,14,72,29,31,23,66,62,194,50,2,
940 110007958008,w192415,940 110009539357,w1707,No Shade,16,31,78,21,23,19,22,77,51,38,79,33,10,24,147,134,38,21,46,52,62,2,
940 110007958008,w192415,940 110009422169,2380,No Shade,7,21,35,19,18,29,42,149,69,47,27,5,15,23,10,,,,,,,,
940 110007958008,w192415,940 110019090739,2950,No Shade,5,40,56,58,21,13,39,86,23,56,29,49,38,30,31,17,73,39,422,44,126,3,
940 110007958008,w192415,940 110012554430,2644,No Shade,7,60,27,23,32,26,25,54,16,20,52,31,38,549,37,27,34,45,57,83,73,3,
940 110007958008,w192415,940 110009540303,2928,No Shade,5,28,37,87,79,48,22,93,27,66,35,22,51,27,27,39,29,47,39,80,39,2,
940 110007958008,w192415,940 110019090431,2344,No Shade,5,38,22,24,19,23,24,85,44,45,109,67,46,79,46,22,9,50,66,98,42,6,
940 110007958008,w192415,940 110009539429,y1074,No Shade,4,42,30,40,46,24,28,89,77,41,58,7,34,251,189,72,38,30,31,64,56,2,
940 110007958008,w192415,940 110012553725,w789,No Shade,15,29,46,28,14,40,15,66,47,35,20,87,46,20,23,38,31,50,60,43,46,5,
940 110007958008,w192415,940 110009540097,w192081,No Shade,9,25,34,18,24,16,113,104,16,30,25,19,18,29,43,25,29,60,28,66,34,8,
940 110007958008,w192415,940 110009538934,2714,No Shade,14,43,56,27,15,32,38,77,25,35,14,37,140,45,14,29,49,39,80,34,57,22,
940 110007958008,w192415,940 110009538594,2689,No Shade,14,50,20,7,24,21,20,125,43,24,20,49,118,37,88,111,56,32,42,48,73,5,
940 110007958008,w192415,940 110012553817,w1797,No Shade,3,16,17,60,19,63,34,97,42,17,8,117,269,34,74,38,7,27,22,75,18,,
940 110007958008,w192415,940 110009539841,w287,No Shade,12,27,17,28,13,10,19,128,33,43,36,34,25,68,98,23,29,40,24,33,54,9,
940 110007958008,w192415,940 110019089989,2557,No Shade,9,53,32,44,48,35,33,90,41,64,260,112,65,44,46,21,36,35,28,70,22,3,
940 110007958008,w192415,940 110009541057,2953,No Shade,9,49,22,51,37,31,49,106,41,44,108,25,50,36,20,34,34,68,66,27,42,1,
940 110007958008,w192415,940 110009540770,w1751,No Shade,6,15,22,18,19,9,25,52,26,29,18,225,46,14,16,33,20,73,39,58,22,10,
940 110007958008,w192415,940 110009540560,w784,No Shade,23,24,24,31,23,24,74,49,30,38,12,47,35,16,36,29,52,63,38,71,33,7,
940 110007958008,w192415,940 110019090350,w192043,No Shade,6,35,29,14,53,38,21,70,50,30,15,25,44,27,28,48,31,39,24,36,47,56,
940 110007958008,w192415,940 110012553575,w192108,No Shade,9,55,27,36,36,52,29,74,84,55,31,7,8,4,8,,,,,,,,
940 110007958008,w192415,940 110009538497,2459,No Shade,13,16,17,23,28,50,10,101,25,51,22,42,16,33,32,21,55,36,103,79,82,4,
940 110007958008,w192415,940 110009423147,2680,No Shade,8,42,44,43,39,27,46,101,230,134,32,75,40,18,61,53,39,102,40,85,47,2,
940 110007958008,w192415,940 110019088662,2921,No Shade,8,20,38,15,24,15,28,36,27,84,40,5,12,2,2,,,,,,,,
940 110007958008,w192415,940 110009423180,2382,No Shade,18,65,83,26,43,43,70,161,86,57,65,39,33,36,61,20,32,33,42,76,71,1,
940 110007958008,w192415,940 110019088585,2496,No Shade,10,29,45,25,28,22,86,116,53,164,27,55,29,22,67,23,42,83,71,46,60,3,
940 110007958008,w192415,940 110019089959,2711,No Shade,13,29,101,23,44,32,39,68,45,39,65,45,49,17,46,71,30,46,47,56,77,3,
940 110007958008,w192415,940 110009539773,3741,No Shade,19,33,31,74,50,23,41,124,46,33,127,134,54,47,50,53,16,38,97,84,67,9,
940 110007958008,w192415,940 110012554102,y1028,No Shade,8,24,48,29,24,16,28,93,54,31,29,17,25,50,46,26,46,40,101,144,38,5,
940 110007958008,w192415,940 110019091247,2346,No Shade,7,26,25,19,27,24,27,41,93,37,15,86,101,95,48,179,54,75,133,87,61,2,
940 110007958008,w192415,940 110009541593,2533,No Shade,14,63,26,18,42,47,43,141,73,52,32,46,66,145,167,34,64,44,30,99,66,9,
940 110007958008,w192415,940 110009538728,w192503,No Shade,3,42,61,58,39,33,135,45,44,37,15,58,84,45,49,25,28,41,93,38,84,8,
940 110007958008,w192415,940 110012565516,w1673,No Shade,9,23,44,26,39,38,27,55,47,77,22,44,75,61,71,42,48,47,37,38,,,
940 110007958008,w192415,940 110009538415,w9559,No Shade,10,32,27,28,16,40,28,88,44,75,36,47,59,42,32,23,31,107,54,45,143,15,
940 110007958008,w192415,940 110019088447,w723,No Shade,13,54,20,29,55,39,156,140,63,63,65,75,46,89,25,35,28,54,47,60,54,5,
940 110007958008,w192415,940 110009538770,y470,No Shade,8,24,15,14,23,67,18,60,26,40,12,77,47,29,13,34,13,21,55,88,27,3,
940 110007958008,w192415,940 110019090286,2591,No Shade,8,25,32,77,24,22,36,99,41,61,29,29,63,31,67,47,185,39,62,60,75,27,
940 110007958008,w192415,940 110019088419,w192215,No Shade,3,21,37,28,57,22,74,112,99,79,41,34,54,12,20,23,60,71,37,40,101,33,
940 110007958008,w192415,940 110012567361,2420,No Shade,10,28,16,14,30,13,21,77,30,27,12,43,8,25,22,22,14,48,55,57,66,1,
940 110007958008,w192415,940 110009422194,w1689,No Shade,9,35,24,79,11,25,37,81,44,62,24,106,48,23,38,42,40,39,39,76,50,5,
940 110007958008,w192415,940 110009540395,y443,No Shade,6,22,17,28,87,142,13,34,35,115,11,13,5,8,1,,,,,,,,
940 110007958008,w192415,940 110009540104,w192120,No Shade,5,50,40,24,55,15,66,77,63,52,54,39,34,43,30,32,28,42,69,62,69,8,
940 110007958008,w192415,940 110009539590,2939,No Shade,16,53,22,37,33,35,35,385,64,47,26,46,38,28,18,23,67,40,81,29,138,6,
940 110007958008,w192415,940 110019088542,3737,No Shade,4,14,32,29,26,80,35,99,32,35,12,6,39,32,75,42,28,247,88,28,44,3,
940 110007958008,w192415,940 110016191551,2707,No Shade,10,245,51,32,51,24,34,119,68,53,78,9,25,80,48,38,32,52,103,55,89,7,
940 110007958008,w192415,940 110009539352,y1005,No Shade,13,43,42,42,56,8,30,75,80,72,46,41,18,12,40,50,37,44,77,36,62,14,
940 110007958008,w192415,940 110009539563,y1060,No Shade,6,21,39,23,29,41,47,129,43,14,22,623,153,29,45,48,30,47,69,51,30,6,
940 110007958008,w192415,940 110019088430,2515,No Shade,5,27,77,27,20,10,31,37,69,82,42,10,38,21,31,39,13,3,,,,,
940 110007958008,w192415,940 110009539365,w1721,No Shade,11,30,33,30,35,44,68,149,51,15,43,11,10,100,111,,,,,,,,
