Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023,15/2/2023,16/2/2023,17/2/2023,18/2/2023,19/2/2023,20/2/2023,21/2/2023,22/2/2023,23/2/2023,24/2/2023,25/2/2023,26/2/2023,27/2/2023,28/2/2023,1/3/2023,2/3/2023,3/3/2023,4/3/2023,5/3/2023,6/3/2023,7/3/2023
940 110007343200,w1570,940 110009541384,w192218,Medium Shade,17,79,42,29,40,80,84,38,94,33,119,20,,,109,143,83,150,,,,
940 110007343200,w1570,940 110012567356,w9536,Medium Shade,16,46,33,27,30,52,37,43,40,37,181,57,,,28,48,133,66,,,,
940 110007343200,w1570,940 110009538342,2718,Medium Shade,11,32,23,33,46,52,21,12,33,45,99,56,,,12,95,136,9,,,,
940 110007343200,w1570,940 110012567096,2899,Medium Shade,12,28,33,33,44,18,34,18,15,16,30,25,,,,,,,,,,
940 110007343200,w1570,940 110009539763,w192002,Medium Shade,16,34,18,37,42,57,49,16,44,43,50,86,,,5,27,153,,,,,
940 110007343200,w1570,940 110006544212,2351,Medium Shade,15,50,59,39,42,21,61,91,45,166,89,118,,,22,26,80,1,,,,
940 110007343200,w1570,940 110009540164,2038,Medium Shade,11,32,32,18,65,29,35,46,23,50,100,16,,,21,22,130,40,,,,
940 110007343200,w1570,940 110009540872,w192372,Medium Shade,8,72,23,30,17,26,32,46,98,39,82,101,,,16,22,115,55,,,,
940 110007343200,w1570,940 110009540051,2959,Medium Shade,21,48,69,60,53,59,109,47,34,179,148,56,,,11,18,93,6,,,,
940 110007343200,w1570,940 110012567670,3758,Medium Shade,8,21,30,30,23,25,16,33,38,20,147,30,,,11,29,97,121,,,,
940 110007343200,w1570,940 110009423289,w1775,Medium Shade,13,29,30,30,22,45,28,24,19,14,74,39,,,54,46,157,32,,,,
940 110007343200,w1570,940 110006720205,2648,Medium Shade,21,48,41,85,42,67,39,22,19,59,150,108,,,25,51,139,23,,,,
940 110007343200,w1570,940 110009540938,2385,Medium Shade,16,55,59,43,56,48,43,32,83,48,207,28,,,34,68,91,159,,,,
940 110007343200,w1570,940 110009538658,w192551,Medium Shade,7,59,27,26,38,25,46,32,19,66,40,22,,,11,28,65,3,,,,
940 110007343200,w1570,940 110009538820,w192186,Medium Shade,14,29,40,34,48,32,67,56,33,21,111,33,,,53,24,95,77,,,,
940 110007343200,w1570,940 110006544555,w275,Medium Shade,9,52,23,77,29,58,34,51,24,23,156,43,,,25,46,88,84,,,,
940 110007343200,w1570,940 110009541300,3757,Medium Shade,7,27,49,43,57,41,48,45,35,36,64,79,,,9,22,101,25,,,,
940 110007343200,w1570,940 110009540565,w192009,Medium Shade,11,32,36,25,31,29,67,84,15,17,87,234,,,15,94,136,,,,,
940 110007343200,w1570,940 110012565616,2894,Medium Shade,18,54,27,23,14,,,3,4,4,71,20,,,9,30,80,50,,,,
940 110007343200,w1570,940 110012567493,2478,Medium Shade,11,44,49,33,29,22,23,53,22,33,190,149,,,6,44,89,37,,,,
940 110007343200,w1570,940 110009539512,w192548,Medium Shade,10,40,38,40,46,57,30,18,22,32,180,147,,,15,32,147,3,,,,
940 110007343200,w1570,940 110009422305,2370,Medium Shade,15,40,42,26,36,104,65,7,18,26,136,15,,,6,31,112,26,,,,
940 110007343200,w1570,940 110009538466,w192323,Medium Shade,11,34,59,33,37,36,17,44,16,32,103,19,,,8,40,89,31,,,,
940 110007343200,w1570,940 110009538669,2983,Medium Shade,,,,,,,,1,12,13,35,7,,,12,38,167,6,,,,
940 110007343200,w1570,940 110012567780,y443,Medium Shade,19,62,44,36,60,30,42,74,58,80,150,49,,,27,54,144,66,,,,
940 110007343200,w1570,940 110009539892,w192012,Medium Shade,18,47,34,41,55,22,35,42,27,31,111,73,,,16,49,125,20,,,,
940 110007343200,w1570,951 000016128364,w192488,Medium Shade,16,25,55,30,43,33,11,34,96,14,114,196,,,9,17,91,34,,,,
940 110007343200,w1570,940 110009540276,2941,Medium Shade,12,33,34,47,27,45,65,56,35,56,111,148,,,20,84,141,105,,,,
940 110007343200,w1570,940 110006544776,2897,Medium Shade,14,37,42,30,29,21,16,26,111,73,127,154,,,41,48,129,11,,,,
940 110007343200,w1570,940 110006543910,2605,Medium Shade,15,50,36,26,30,39,40,65,28,87,98,76,,,12,38,144,27,,,,
940 110007343200,w1570,940 110012567015,w781,Medium Shade,9,49,48,31,43,44,23,42,146,48,321,45,,,15,48,95,70,,,,
940 110007343200,w1570,940 110009538703,2345,Medium Shade,9,30,31,65,30,24,38,19,20,54,80,179,,,20,24,107,15,,,,
940 110007343200,w1570,940 110006544830,w192386,Medium Shade,6,42,24,53,60,21,58,52,84,30,143,106,,,18,70,113,81,,,,
940 110007343200,w1570,940 110009541617,3744,Medium Shade,16,18,6,9,9,6,3,8,14,22,45,80,,,9,28,134,19,,,,
940 110007343200,w1570,940 110012567432,w192215,Medium Shade,13,26,12,27,20,36,18,16,32,38,91,166,,,25,55,92,152,,,,
940 110007343200,w1570,940 110009423264,2451,Medium Shade,13,33,34,28,38,32,58,19,28,28,82,20,,,13,12,149,84,,,,
940 110007343200,w1570,940 110009538800,3762,Medium Shade,7,34,39,23,41,29,50,86,27,15,116,44,,,17,11,135,18,,,,
940 110007343200,w1570,940 110012553990,w796,Medium Shade,13,39,40,25,41,32,48,35,20,119,166,80,,,6,12,87,2,,,,
940 110007343200,w1570,940 110009538519,3740,Medium Shade,19,29,35,33,34,25,33,25,13,80,91,66,,,9,24,147,8,,,,
940 110007343200,w1570,940 110012565629,w1772,Medium Shade,15,41,36,23,33,31,14,18,47,33,236,95,,,41,43,120,4,,,,
940 110007343200,w1570,940 110012568226,W1594,Medium Shade,18,35,23,26,43,76,20,28,21,33,191,42,,,14,49,177,27,,,,
940 110007343200,w1570,940 110012567630,w949,Medium Shade,10,33,37,49,34,61,43,88,54,44,182,121,,,10,50,134,165,,,,
940 110007343200,w1570,940 110006543952,w192381,Medium Shade,12,28,42,43,48,90,53,64,128,45,197,81,,,10,141,142,52,,,,
940 110007343200,w1570,940 110009541019,2503,Medium Shade,29,28,27,92,60,52,73,20,67,48,130,26,,,18,28,161,10,,,,
940 110007343200,w1570,940 110012566818,y445,Medium Shade,8,22,18,49,36,21,38,30,40,38,163,167,,,10,55,130,48,,,,
940 110007343200,w1570,940 110006544459,3730,Medium Shade,16,56,42,71,73,46,61,46,54,27,140,34,,,21,24,102,14,,,,
940 110007343200,w1570,940 110012568063,w192463,Medium Shade,10,56,59,127,42,31,51,39,84,49,142,15,,,11,52,136,89,,,,
940 110007343200,w1570,940 110009541432,2409,Medium Shade,14,39,21,35,34,17,32,30,109,122,120,151,,,29,11,151,9,,,,
940 110007343200,w1570,940 110012568034,Y467,Medium Shade,13,36,44,21,99,45,50,58,27,103,165,223,,,6,24,296,20,,,,
940 110007343200,w1570,940 110006719952,w192369,Medium Shade,9,37,35,32,23,55,42,21,61,41,129,101,,,14,19,141,38,,,,
940 110007343200,w1570,940 110009422310,2327,Medium Shade,15,36,41,44,41,30,30,61,38,43,90,45,,,12,117,167,56,,,,
940 110007343200,w1570,940 110012553997,w290,Medium Shade,15,21,13,29,45,15,22,19,73,37,72,57,,,22,23,94,6,,,,
940 110007343200,w1570,940 110012554739,2362,Medium Shade,15,45,49,32,50,33,44,70,90,39,199,25,,,8,34,137,6,,,,
940 110007343200,w1570,940 110009539850,w1645,Medium Shade,39,34,50,49,78,71,50,69,40,38,87,20,,,12,19,132,159,,,,
940 110007343200,w1570,940 110012553857,2408,Medium Shade,6,28,63,25,42,70,54,64,75,55,136,31,,,18,39,135,6,,,,
940 110007343200,w1570,940 110012567642,2704,Medium Shade,5,25,16,18,14,75,22,87,47,48,146,58,,,13,39,217,111,,,,
940 110007343200,w1570,940 110012565637,o40,Medium Shade,15,47,40,30,36,50,29,45,38,32,103,39,,,24,17,124,7,,,,
940 110007343200,w1570,940 110009531315,3733,Medium Shade,10,71,60,34,23,18,31,33,17,46,63,36,,,21,20,115,6,,,,
940 110007343200,w1570,940 110012568054,w192443,Medium Shade,9,88,42,67,30,54,32,105,48,58,143,94,,,20,14,87,3,,,,
940 110007343200,w1570,940 110012566440,2453,Medium Shade,5,33,22,35,34,25,23,18,44,72,131,77,,,11,23,115,10,,,,
940 110007343200,w1570,940 110009540599,2425,Medium Shade,9,42,37,40,52,44,60,34,51,39,104,254,,,5,28,170,99,,,,
940 110007343200,w1570,940 110009540590,W1726,Medium Shade,2,54,26,26,31,22,30,19,24,42,222,10,,,37,12,242,2,,,,
940 110007343200,w1570,940 110006544877,w192153,Medium Shade,13,52,70,41,59,28,135,37,27,44,91,149,,,43,20,119,34,,,,
940 110007343200,w1570,940 110009539598,2307,Medium Shade,9,30,44,24,40,38,54,18,67,59,134,9,,,8,40,120,19,,,,
940 110007343200,w1570,940 110012554827,w9534,Medium Shade,5,38,37,12,34,41,86,16,70,45,105,103,,,54,38,81,7,,,,
940 110007343200,w1570,940 110009423063,w192261,Medium Shade,10,40,32,38,36,29,19,24,94,84,118,105,,,10,87,101,18,,,,
940 110007343200,w1570,940 110006544672,y450,Medium Shade,14,28,43,43,30,32,36,47,39,57,165,72,,,17,50,158,35,,,,
940 110007343200,w1570,940 110006719421,w192010,Medium Shade,9,20,20,25,28,39,29,45,415,92,129,55,,,12,28,83,2,,,,
940 110007343200,w1570,940 110012568023,2629,Medium Shade,12,38,37,51,40,26,51,60,53,49,85,104,,,13,26,276,115,,,,
940 110007343200,w1570,940 110006545004,W1600,Medium Shade,22,45,41,70,45,31,43,34,25,30,173,291,,,39,43,155,13,,,,
940 110007343200,w1570,940 110012567418,3765,Medium Shade,16,49,43,42,46,42,35,49,24,76,164,14,,,12,82,153,89,,,,
940 110007343200,w1570,940 110009539956,y1030,Medium Shade,8,27,38,30,27,22,37,82,57,25,160,73,,,13,100,52,9,,,,
940 110007343200,w1570,940 110012553833,2699,Medium Shade,9,62,47,28,50,39,29,46,50,34,232,12,,,24,38,167,125,,,,
940 110007343200,w1570,940 110009538769,w192278,Medium Shade,6,19,43,32,23,36,35,54,35,17,64,46,,,9,44,93,1,,,,
940 110007343200,w1570,940 110006544256,3742,Medium Shade,15,37,39,47,59,27,47,56,52,37,141,40,,,22,27,101,44,,,,
940 110007343200,w1570,940 110012554600,2537,Medium Shade,12,35,21,65,73,49,48,37,40,31,102,14,,,18,55,124,29,,,,
940 110007343200,w1570,940 110009538313,w192135,Medium Shade,9,45,26,26,32,63,27,36,11,23,44,96,,,,,,,,,,
940 110007343200,w1570,940 110009538683,w984,Medium Shade,37,29,69,39,51,52,56,65,54,46,148,15,,,14,40,89,13,,,,
940 110007343200,w1570,940 110006544203,2940,Medium Shade,11,37,34,30,44,38,80,38,33,28,105,29,,,25,42,99,56,,,,
940 110007343200,w1570,940 110012564959,w9280,Medium Shade,7,44,31,59,30,53,39,62,50,38,155,31,,,9,20,97,138,,,,
940 110007343200,w1570,940 110009539869,2657,Medium Shade,18,42,32,22,36,85,49,13,35,36,101,6,,,23,24,77,17,,,,
940 110007343200,w1570,940 110006718451,y474,Medium Shade,20,34,64,42,41,51,34,103,32,52,132,76,,,25,51,181,22,,,,
940 110007343200,w1570,940 110012568355,2646,Medium Shade,15,73,38,37,53,26,40,84,46,64,225,106,,,13,9,135,94,,,,
940 110007343200,w1570,940 110009541400,w9331,Medium Shade,19,36,45,53,33,31,62,79,47,15,57,66,,,,,,,,,,
940 110007343200,w1570,940 110009541067,2623,Medium Shade,12,49,34,40,38,32,48,27,65,83,122,185,,,20,139,160,61,,,,
940 110007343200,w1570,940 110009540694,w997,Medium Shade,19,66,76,30,32,50,39,64,26,38,93,42,,,7,27,42,79,,,,
940 110007343200,w1570,940 110009539347,2373,Medium Shade,8,22,36,34,28,64,49,26,72,20,231,57,,,28,65,118,22,,,,
940 110007343200,w1570,940 110006544734,2480,Medium Shade,,,,,,,,4,9,17,89,96,,,17,30,128,69,,,,
940 110007343200,w1570,940 110009539751,w1636,Medium Shade,9,43,27,36,29,52,43,18,42,52,105,25,,,12,62,183,49,,,,
940 110007343200,w1570,940 110012567199,w192246,Medium Shade,12,40,13,13,5,,,11,5,8,79,144,,,17,33,108,139,,,,
940 110007343200,w1570,940 110009540744,2380,Medium Shade,,,,,,,,2,6,30,42,17,,,21,48,79,21,,,,
940 110007343058,2636,940 110009541457,w1797,High Shade,,,,,,,,,,,,,1,,,,,,,,,
940 110011818156,w192367,940 110012567497,2924,No Shade,12,20,68,67,24,41,35,33,45,144,43,26,39,68,72,34,121,44,93,28,,
940 110011818156,w192367,940 110009539003,3750,No Shade,,,,,,,,2,17,7,12,39,35,33,63,56,67,88,65,50,,
940 110011818156,w192367,940 110016191551,w192406,No Shade,29,32,20,34,56,34,20,47,51,65,32,29,25,26,,,,,,,,
940 110011818156,w192367,940 110012553757,w736,No Shade,5,21,23,31,28,38,22,42,40,48,71,110,68,86,74,122,98,74,62,45,,
940 110011818156,w192367,940 110012554425,2495,No Shade,11,16,30,42,50,52,59,39,49,69,37,30,17,56,35,68,102,106,109,98,,
940 110011818156,w192367,940 110009423185,2340,No Shade,11,47,34,17,24,48,18,45,50,20,48,28,30,51,25,52,58,60,55,34,,
940 110011818156,w192367,940 110009538934,W1747,No Shade,11,23,32,27,52,27,23,26,37,54,23,22,44,74,46,38,44,46,87,18,,
940 110011818156,w192367,940 110009421854,3729,No Shade,13,23,48,22,45,44,39,43,101,27,109,36,42,79,69,55,69,131,92,56,,
940 110011818156,w192367,940 110006544051,2328,No Shade,19,50,42,57,86,49,29,58,60,62,47,101,137,85,79,38,90,170,78,161,,
940 110011818156,w192367,940 110009539429,MU2938,No Shade,10,90,195,47,46,52,25,56,49,78,37,34,37,55,61,62,132,115,119,106,,
940 110011818156,w192367,940 110012566807,2696,No Shade,5,26,21,32,26,39,50,68,87,87,74,41,53,76,94,134,78,109,67,55,,
940 110011818156,w192367,940 110009422847,2024,No Shade,22,23,47,17,20,32,31,64,53,30,26,59,42,53,55,72,79,140,67,97,,
940 110011818156,w192367,940 110009539378,2378,No Shade,11,30,55,68,74,36,36,30,84,65,74,29,26,88,84,104,61,67,48,116,,
940 110011818156,w192367,940 110009539487,Y1093,No Shade,13,43,27,17,8,32,37,44,33,42,78,34,78,34,61,147,74,112,68,50,,
940 110011818156,w192367,940 110012567833,2539,No Shade,45,24,27,50,49,49,50,40,95,90,57,100,48,119,112,104,90,102,136,59,,
940 110011818156,w192367,940 110009541265,W192251,No Shade,26,79,43,41,40,36,44,72,51,65,44,70,72,54,26,101,50,56,63,42,,
940 110011818156,w192367,940 110009541522,2438,No Shade,30,29,25,35,28,37,69,31,35,89,111,49,41,119,49,51,51,77,40,28,,
940 110011818156,w192367,940 110009539138,2524,No Shade,9,29,22,34,33,50,26,49,56,61,32,27,42,83,64,66,60,124,36,21,,
940 110011818156,w192367,940 110006544506,2032,No Shade,17,31,47,31,52,42,27,34,40,38,35,82,166,42,44,33,67,87,43,78,,
940 110011818156,w192367,940 110006543857,2462,No Shade,5,62,33,30,32,40,31,33,79,64,56,41,58,45,62,73,69,90,65,89,,
940 110011818156,w192367,940 110012553575,W1506,No Shade,6,31,48,36,57,38,28,78,38,103,65,34,44,54,75,73,72,48,62,87,,
940 110011818156,w192367,940 110012567028,W1556,No Shade,3,34,38,41,66,67,56,75,42,71,43,40,77,117,82,103,114,128,45,95,,
940 110011818156,w192367,940 110006544658,2509,No Shade,13,29,41,38,22,29,59,29,27,59,123,54,174,33,31,17,59,42,24,29,,
940 110011818156,w192367,940 110006720136,2381,No Shade,11,15,25,35,31,20,16,35,31,37,22,6,13,,,,,,,,,
940 110011818156,w192367,940 110009541760,2310,No Shade,11,57,24,46,20,60,22,16,47,38,34,53,96,87,45,55,52,88,79,58,,
940 110011818156,w192367,940 110009538415,w192410,No Shade,4,44,28,45,10,22,34,14,36,37,31,24,31,84,29,57,84,76,42,48,,
940 110011818156,w192367,940 110009540874,2637,No Shade,12,25,27,125,30,31,47,39,73,48,39,56,63,54,74,134,114,133,118,66,,
940 110011818156,w192367,940 110012568263,2994,No Shade,6,20,44,45,38,33,70,47,46,28,72,38,38,89,110,93,32,73,160,65,,
940 110011818156,w192367,940 110009540403,2353,No Shade,16,16,50,29,23,28,21,19,31,54,28,43,18,42,62,89,69,48,26,14,,
940 110011818156,w192367,940 110009539785,2493,No Shade,12,28,89,42,49,47,69,42,52,53,110,58,36,74,64,49,119,61,79,6,,
940 110011818156,w192367,940 110006720740,2977,No Shade,8,28,30,61,16,36,20,27,39,55,64,34,24,47,55,30,60,66,55,16,,
940 110011818156,w192367,940 110009421855,2572,No Shade,10,40,29,40,24,27,34,41,15,48,24,6,10,8,6,,,,,,,
940 110011818156,w192367,940 110012566988,2561,No Shade,8,26,74,69,67,78,60,85,52,50,26,88,68,55,53,41,81,69,112,100,,
940 110011818156,w192367,940 110009539086,w1547,No Shade,13,33,38,29,61,80,32,34,75,59,36,43,21,34,50,73,56,52,33,77,,
940 110011818156,w192367,940 110009539979,W192358,No Shade,7,31,85,33,52,41,31,29,58,77,41,77,72,70,35,31,115,114,65,137,,
940 110011818156,w192367,940 110006543881,2439,No Shade,19,26,68,48,20,66,54,81,85,83,87,33,59,74,140,70,141,129,167,112,,
940 110011818156,w192367,940 110006544025,2545,No Shade,11,14,44,36,33,14,23,16,43,41,47,97,50,52,71,94,123,77,29,,,
940 110011818156,w192367,940 110009540770,2427,No Shade,11,29,32,22,19,56,50,11,95,34,62,65,32,23,35,44,62,28,38,16,,
940 110011818156,w192367,940 110009423262,W192426,No Shade,19,69,33,35,15,32,25,32,22,65,40,32,44,49,66,34,57,53,72,66,,
940 110011818156,w192367,940 110009538664,2437,No Shade,6,18,20,18,19,30,26,21,45,66,58,39,70,38,25,66,59,49,73,23,,
940 110011818156,w192367,940 110009539860,2622,No Shade,1,51,48,28,28,56,29,34,38,29,31,9,9,14,5,,,,,,,
940 110011818156,w192367,940 110009540374,2928,No Shade,7,31,32,21,17,31,17,19,38,29,20,54,54,43,45,137,86,113,60,94,,
940 110011818156,w192367,940 110009421996,w9562,No Shade,11,63,40,17,9,33,13,23,27,42,85,49,32,42,64,70,92,89,76,37,,
940 110011818156,w192367,940 110012567561,2445,No Shade,6,20,78,85,48,46,16,70,43,44,35,49,63,45,87,137,120,113,59,112,,
940 110011818156,w192367,940 110009538672,2549,No Shade,13,30,23,21,13,22,16,51,36,64,39,20,7,,,,,,,,,
940 110011818156,w192367,940 110009539709,W192166,No Shade,4,20,17,119,18,75,56,43,42,47,40,50,53,81,38,71,70,66,42,124,,
940 110011818156,w192367,940 110006544091,w192160,No Shade,9,41,46,39,36,56,30,42,82,71,95,132,98,39,86,48,93,67,67,26,,
940 110011818156,w192367,940 110012554697,2329,No Shade,7,32,39,34,68,41,67,98,44,80,26,53,26,41,53,96,80,134,97,70,,
940 110011818156,w192367,940 110009539914,2604,No Shade,16,32,34,54,67,39,21,64,45,60,70,49,57,75,33,137,94,53,41,54,,
940 110011818156,w192367,940 110006544309,2423,No Shade,14,60,45,35,20,23,90,48,88,37,58,40,52,75,99,83,101,135,106,76,,
940 110011818156,w192367,940 110012565400,W300,No Shade,11,33,26,12,37,31,36,31,24,24,19,96,30,20,,,,,,,,
940 110011818156,w192367,940 110012554430,2530,No Shade,26,52,49,102,32,25,34,28,68,56,62,64,35,35,60,67,137,63,55,39,,
940 110011818156,w192367,940 110009538497,2947,No Shade,17,32,30,55,23,134,47,61,29,58,75,58,48,25,48,35,76,49,43,24,,
940 110011818156,w192367,940 110009538382,O45,No Shade,15,38,40,24,17,19,36,30,57,39,55,37,92,44,40,39,94,80,67,128,,
940 110011818156,w192367,940 110006544980,2981,No Shade,13,27,23,13,14,37,27,20,42,46,93,50,26,41,30,48,53,54,41,45,,
940 110011818156,w192367,940 110009539504,2716,No Shade,6,25,25,17,15,20,21,41,79,40,39,28,39,44,28,55,90,51,37,16,,
940 110011818156,w192367,940 110012565619,w797,No Shade,10,26,21,22,25,31,17,16,81,54,48,45,22,34,34,57,63,45,111,30,,
940 110011818156,w192367,940 110009422300,2962,No Shade,10,54,33,18,14,35,38,44,41,67,40,37,56,64,33,83,91,38,59,21,,
940 110011818156,w192367,940 110006544403,W1707,No Shade,10,38,19,21,20,25,22,43,20,55,51,18,22,54,41,69,86,59,85,31,,
940 110011818156,w192367,940 110006543939,W192556,No Shade,14,67,45,37,30,45,33,46,43,53,66,39,61,52,35,44,49,58,98,21,,
940 110011818156,w192367,940 110012567496,o21,No Shade,8,30,33,47,91,51,23,36,34,52,65,34,50,80,44,123,84,126,74,86,,
940 110011818156,w192367,940 110012554130,w192330,No Shade,11,37,31,91,49,21,25,53,63,69,50,32,47,57,55,68,64,53,53,12,,
940 110011818156,w192367,940 110009423027,2635,No Shade,20,39,34,21,33,60,53,69,97,58,38,56,33,43,58,71,69,151,64,50,,
940 110011818156,w192367,940 110009539115,w232,No Shade,13,19,25,20,33,14,39,26,12,58,98,41,23,37,30,53,66,38,44,17,,
940 110011818156,w192367,940 110009423180,W1654,No Shade,26,47,35,69,38,40,35,52,78,49,62,29,36,101,87,85,86,93,93,76,,
940 110011818156,w192367,940 110012553725,2411,No Shade,20,23,43,56,23,33,56,65,69,38,83,59,25,61,86,116,52,114,104,74,,
940 110011818156,w192367,940 110009540172,w9561,No Shade,9,27,22,16,28,35,33,38,80,38,52,38,35,68,64,82,79,80,134,31,,
940 110011818156,w192367,940 110006544786,W9511,No Shade,14,30,80,34,23,38,18,51,52,50,58,27,22,60,46,30,53,102,109,13,,
940 110011818156,w192367,940 110012566693,2708,No Shade,14,32,33,62,42,33,59,19,61,67,54,72,27,54,101,85,122,84,126,97,,
940 110011818156,w192367,940 110009539447,w9281,No Shade,17,55,45,35,62,28,44,47,64,75,79,33,23,120,106,86,67,193,60,117,,
940 110011818156,w192367,940 110006718507,W192313,No Shade,42,31,28,46,54,42,47,76,60,63,52,54,74,48,54,50,92,80,127,110,,
940 110011818156,w192367,940 110009541144,W9559,No Shade,13,19,30,22,16,22,30,39,30,66,62,32,52,42,58,53,28,33,45,31,,
940 110011818156,w192367,940 110012565504,2466,No Shade,11,22,27,49,47,44,58,25,47,85,75,52,48,99,66,148,91,108,116,72,,
940 110011818156,w192367,940 110009423327,3738,No Shade,10,78,67,31,25,33,19,53,31,61,96,70,53,19,54,28,59,53,35,12,,
940 110011818156,w192367,940 110009422821,W1673,No Shade,8,26,22,12,14,15,25,16,30,32,11,48,26,43,69,52,45,77,46,132,,
940 110011818156,w192367,940 110009539831,2971,No Shade,13,24,24,54,39,35,35,41,38,60,54,118,86,56,67,90,101,56,87,25,,
940 110011818156,w192367,940 110012564878,w192408,No Shade,7,28,41,53,43,59,42,27,69,32,52,56,66,87,31,67,45,56,49,59,,
940 110011818156,w192367,940 110012553565,3753,No Shade,8,43,47,56,158,37,20,46,67,116,62,58,34,49,78,36,101,54,54,63,,
940 110011818156,w192367,940 110009540104,w192057,No Shade,13,43,43,32,38,29,26,90,53,71,85,102,20,59,73,64,114,74,29,40,,
940 110011818156,w192367,940 110009538686,2482,No Shade,22,44,56,22,24,43,43,48,37,59,39,59,73,57,89,125,85,106,133,40,,
940 110011818156,w192367,940 110006720732,2673,No Shade,17,34,43,34,22,48,26,43,21,52,97,86,74,29,50,31,52,72,92,29,,
940 110011818156,w192367,940 110012565614,2945,No Shade,14,24,23,33,123,40,24,46,18,71,55,56,55,49,80,104,138,85,25,24,,
940 110011818156,w192367,940 110009539482,W1619,No Shade,5,95,24,21,36,24,28,49,31,41,27,45,96,56,17,64,51,27,61,21,,
940 110011818156,w192367,940 110009423168,Y457,No Shade,9,30,25,28,33,29,26,44,54,61,41,34,30,65,120,121,73,106,89,54,,
940 110011818156,w192367,940 110009541593,3767,No Shade,6,30,51,38,118,127,30,39,44,94,51,60,69,72,104,111,74,79,78,69,,
940 110011818156,w192367,940 110006544321,2597,No Shade,13,43,27,55,15,40,39,24,26,38,91,85,50,46,96,55,46,23,65,29,,
940 110011818156,w192367,940 110009538666,Y1064,No Shade,10,56,16,31,12,49,18,47,44,31,99,36,23,25,23,36,47,56,26,8,,
940 110011818156,w192367,940 110009540194,2930,No Shade,7,54,21,23,33,30,28,59,46,97,23,39,41,27,49,41,88,71,86,33,,
940 110011818156,w192367,940 110009539281,w192005,No Shade,18,12,53,44,36,27,79,56,35,47,30,55,47,54,41,54,63,61,33,83,,
940 110011818156,w192367,940 110009538618,w192356,No Shade,8,25,16,17,12,21,20,14,46,26,9,9,8,8,4,,,,,,,
